Date,Name,Month,ProcessedName
01-04-2018,onlyseethelineKnowNoEdges,January,onlyseetheline Know No Edges
01-04-2018,audiothreadingWakeUpGrindingTeeth,January,audiothreading Wake Up Grinding Teeth
01-04-2018,unsnarlYourRiversOfIce,January,unsnarl Your Rivers Of Ice
01-04-2018,yourprotrudingtouchIndentedPossibilitiesWithHope,January,yourprotrudingtouch Indented Possibilities With Hope
01-04-2018,essenceOfTheIdea,January,essence Of The Idea
01-04-2018,playingQuicksilverStreamRacer,January,playing Quicksilver Stream Racer
01-04-2018,cvWaterOddments,January,cv Water Oddments
01-04-2018,processinglonlinessInYourLastingWhispers,January,processinglonliness In Your Lasting Whispers
01-04-2018,bolideCloudburst05,January,bolide Cloudburst 0 5
01-05-2018,butterknifeWaitingInDarkness,January,butterknife Waiting In Darkness
01-05-2018,inonewindowAmongOthersInsideTheFramework,January,inonewindow Among Others Inside The Framework
01-05-2018,silverMoonEntryway,January,silver Moon Entryway
01-05-2018,superimposedliquidthoughtsWhatIsOutside,January,superimposedliquidthoughts What Is Outside
01-05-2018,tracethecarbonfibertearsWovenIntoYourTimeline,January,tracethecarbonfibertears Woven Into Your Timeline
01-18-2018,insidethesentientTheDroopingOwl,January,insidethesentient The Drooping Owl
01-18-2018,tastethoughtsCake,January,tastethoughts Cake
01-18-2018,robbiesHeart,January,robbies Heart
01-18-2018,coolingEnjoyedPessimism,January,cooling Enjoyed Pessimism
01-18-2018,earlyroboticsNerveEndingEmpathy,January,earlyrobotics Nerve Ending Empathy
01-18-2018,exisitingwithinthewebofbeamtheoryScrapesOfTheSky,January,exisitingwithinthewebofbeamtheory Scrapes Of The Sky
01-18-2018,foldAround,January,fold Around
01-18-2018,timespacepeeringsentientwhistleblowerProvidingSelectableOpinions,January,timespacepeeringsentientwhistleblower Providing Selectable Opinions
01-18-2018,goldgrilledLean,January,goldgrilled Lean
01-19-2018,emeraldMilk02,January,emerald Milk 0 2
01-19-2018,emeraldMilk,January,emerald Milk
01-19-2018,fallingDMTpiano,January,falling D M Tpiano
01-19-2018,lightbluePreMoveDiscussion,January,lightblue Pre Move Discussion
01-19-2018,watchingasyouwalkWatchingThroughPillarsOfConcrete,January,watchingasyouwalk Watching Through Pillars Of Concrete
01-24-2018,lepidopteraFramework,January,lepidoptera Framework
01-24-2018,lifeSelector02,January,life Selector 0 2
01-24-2018,lifestyleSelector01,January,lifestyle Selector 0 1
01-25-2018,portrayalOfMyMentalCollapse,January,portrayal Of My Mental Collapse
01-25-2018,weeklyTrepanning,January,weekly Trepanning
01-25-2018,turnleftWholeNewHallway,January,turnleft Whole New Hallway
01-25-2018,thatGermMist,January,that Germ Mist
01-25-2018,selectivepurgatoryBeyondThePurpleAndBlueGate,January,selectivepurgatory Beyond The Purple And Blue Gate
01-25-2018,saucedDioramaEmotionOfMurder,January,sauced Diorama Emotion Of Murder
01-25-2018,caballeroEidolon,January,caballero Eidolon
01-25-2018,connectWovenGoldElectronics,January,connect Woven Gold Electronics
01-25-2018,clawingattheseamsOfWhatIsSupposedlySocietalReality,January,clawingattheseams Of What Is Supposedly Societal Reality
01-28-2018,bloodlettingAsTheCarelessWorldSpins,January,bloodletting As The Careless World Spins
01-28-2018,spliceangerItCanBeDone,January,spliceanger It Can Be Done
01-28-2018,whenthereisnothingCanYouExist,January,whenthereisnothing Can You Exist
01-28-2018,appleBowl,January,apple Bowl
01-28-2018,growingforestfireHeldWithinByYellowCarbonFiberMesh,January,growingforestfire Held Within By Yellow Carbon Fiber Mesh
01-28-2018,bulletWound,January,bullet Wound
02-02-2018,aftermaththrobbingslashAllyingTheAirOfOppositesAsOneNote,February,aftermaththrobbingslash Allying The Air Of Opposites As One Note
02-02-2018,disparagingkudoslabberreviewKnowingTheMienIsSynthesized,February,disparagingkudoslabberreview Knowing The Mien Is Synthesized
02-06-2018,droppedtheinkhornTheNewManuscriptCorrectionMandate,February,droppedtheinkhorn The New Manuscript Correction Mandate
02-06-2018,doyouvalueair,February,doyouvalueair
02-06-2018,probabilityofchangeFromPinholePokes,February,probabilityofchange From Pinhole Pokes
02-06-2018,drawinmilkycloudsScintillaEchoesOfInvisibleNobies,February,drawinmilkyclouds Scintilla Echoes Of Invisible Nobies
02-06-2018,emulsifyingmetalCreatingColorsWithPowderizedBlacknessAndSpoonsOfCream,February,emulsifyingmetal Creating Colors With Powderized Blackness And Spoons Of Cream
02-06-2018,stamptheshoulderVaxOnTrustAndTheWorstIntentions,February,stamptheshoulder Vax On Trust And The Worst Intentions
02-08-2018,thewaterislowStopAllowingPebblesToBecomeBoulders,February,thewaterislow Stop Allowing Pebbles To Become Boulders
02-08-2018,surgingtaradulteratingTheRiverOfHopeIntoWoe,February,surgingtaradulterating The River Of Hope Into Woe
02-08-2018,sprycoolingReshapingTheSelfRottingClay,February,sprycooling Reshaping The Self Rotting Clay
02-08-2018,movingcoffeestainsWithLiquidPaper,February,movingcoffeestains With Liquid Paper
02-09-2018,notionfromthevoiceToBePatientAsDriftAboveTheStatic,February,notionfromthevoice To Be Patient As Drift Above The Static
02-09-2018,auroraMovement,February,aurora Movement
02-09-2018,gentlycompressingInterestedCompassion,February,gentlycompressing Interested Compassion
02-13-2018,billOnTheHawn,February,bill On The Hawn
02-20-2018,upsurgewaxBeadingCherishedDripsEmanateFirmly,February,upsurgewax Beading Cherished Drips Emanate Firmly
02-20-2018,tenderspinalelectronicsEnshroudedAsTheFingerSkinResponseNetwork,February,tenderspinalelectronics Enshrouded As The Finger Skin Response Network
02-20-2018,gildedroseworkDrawnThroughMidnightGrasslands,February,gildedrosework Drawn Through Midnight Grasslands
02-20-2018,beckgoreArchedByBrushAndDawn02,February,beckgore Arched By Brush And Dawn 0 2
02-20-2018,beckgoreArchedByBrushAndDawn,February,beckgore Arched By Brush And Dawn
02-20-2018,awaydayRambling,February,awayday Rambling
02-20-2018,eraserSprutParticles,February,eraser Sprut Particles
02-28-2018,bubblesfromthemaskofplasticHasMadeTheArchitectSelfAwareAgain,February,bubblesfromthemaskofplastic Has Made The Architect Self Aware Again
02-28-2018,ovoidmorseTealCodedEdge,February,ovoidmorse Teal Coded Edge
02-28-2018,leachingtanmarkersLeftAppliedToCylinderRings,February,leachingtanmarkers Left Applied To Cylinder Rings
02-28-2018,itsAllJustLight,February,its All Just Light
02-28-2018,systematizeLockedThought,February,systematize Locked Thought
03-05-2018,sybariticImperturbability,March,sybaritic Imperturbability
03-05-2018,ameliorateYen,March,ameliorate Yen
03-05-2018,keyholeintothegiantsheadWhereTimeUnravelsNotAdheringToIndividuality,March,keyholeintothegiantshead Where Time Unravels Not Adhering To Individuality
03-05-2018,pinpointYourTrueDirection,March,pinpoint Your True Direction
03-05-2018,thegradualGradientGuise,March,thegradual Gradient Guise
03-06-2018,openhorizonVineyardThornsMaskingTheTripleTowers,March,openhorizon Vineyard Thorns Masking The Triple Towers
03-06-2018,aloneintrapersonalMinisterMilking,March,aloneintrapersonal Minister Milking
03-06-2018,antivoidKetaminePatch,March,antivoid Ketamine Patch
03-06-2018,arteriathroughpointTheSensatitionOfBlueThornes,March,arteriathroughpoint The Sensatition Of Blue Thornes
03-06-2018,edgedetectedrazorbladeMonitoringTheSwitchAsTheConductorSleeps,March,edgedetectedrazorblade Monitoring The Switch As The Conductor Sleeps
03-06-2018,tannertealOpenMold,March,tannerteal Open Mold
03-09-2018,3vertpush2MicroMentalWebs,March,3vertpush 2 Micro Mental Webs
03-09-2018,althoughthebombsdisappearTheGroundwaterIsNuclear,March,althoughthebombsdisappear The Groundwater Is Nuclear
03-09-2018,illuminatednoirSpotlitChecksToReview,March,illuminatednoir Spotlit Checks To Review
03-09-2018,notedtrianglestartpointDeliberatelyMakingYouWalkThroughInkToMakeYourMindReadable,March,notedtrianglestartpoint Deliberately Making You Walk Through Ink To Make Your Mind Readable
03-09-2018,pinholepoisonpostureInducedThroughIntimacy ,March,pinholepoisonposture Induced Through Intimacy 
03-09-2018,poltergeistSlipstream,March,poltergeist Slipstream
03-09-2018,ridingthepenthroughTheBleedingHonesty,March,ridingthepenthrough The Bleeding Honesty
03-09-2018,thepressureoffableseductionBearingDownOnThePall,March,thepressureoffableseduction Bearing Down On The Pall
03-09-2018,twoTowels,March,two Towels
03-09-2018,lachrymalNightcap,March,lachrymal Nightcap
03-11-2018,peachpawsDaysOldDeerStains,March,peachpaws Days Old Deer Stains
03-11-2018,thefluidinthebowltMayBeWater,March,thefluidinthebowlt May Be Water
03-11-2018,thetwowizardsthatcontrolmymindAlchemizingMentalFeedbackCompoundsToRepresentTheCurrentstatewhichyouneedtoconsistentlyquestionandreflectuponUnlessYouWillNeverRealizeThePointOfBreathingandwhythewisdomprovidesunlimitedpossibilitiesofreality,March,thetwowizardsthatcontrolmymind Alchemizing Mental Feedback Compounds To Represent The Currentstatewhichyouneedtoconsistentlyquestionandreflectupon Unless You Will Never Realize The Point Of Breathingandwhythewisdomprovidesunlimitedpossibilitiesofreality
03-14-2018,elderHalfParrot,March,elder Half Parrot
03-14-2018,expandingairPressingAgainstTheCage,March,expandingair Pressing Against The Cage
03-14-2018,fruitgumtypes01,March,fruitgumtypes 0 1
03-14-2018,wrestyourwilfulvehemenceDecoctIntoTheEndlessRectangleForStorage,March,wrestyourwilfulvehemence Decoct Into The Endless Rectangle For Storage
03-14-2018,theflaresofcommunicationAlwaysFollowTheSamePathOfDisillusion,March,theflaresofcommunication Always Follow The Same Path Of Disillusion
03-14-2018,fruitgumtypes02,March,fruitgumtypes 0 2
03-16-2018,thefleecingofbloodGoingUpTheWall-thick,March,thefleecingofblood Going Up The Wall-thick
03-16-2018,droopspoonMilkyRendCleave,March,droopspoon Milky Rend Cleave
03-16-2018,blueStaphInfection01,March,blue Staph Infection 0 1
03-16-2018,thefleecingofbloodGoingUpTheWall-thin,March,thefleecingofblood Going Up The Wall-thin
03-16-2018,blueStaphInfection02,March,blue Staph Infection 0 2
03-17-2018,creamcheeseCherrySpinach,March,creamcheese Cherry Spinach
03-17-2018,murkylakeCreepingRotFingernail,March,murkylake Creeping Rot Fingernail
03-17-2018,pushabovethebarDeviateTheDemonsHorizontally,March,pushabovethebar Deviate The Demons Horizontally
03-17-2018,thetrailsyourememberWhenFlyingKites,March,thetrailsyouremember When Flying Kites
03-17-2018,vitiateThumbLidSlice,March,vitiate Thumb Lid Slice
03-17-2018,scorchedSidewalk,March,scorched Sidewalk
03-18-2018,glaciersmogMeltingSunOnBlackwater,March,glaciersmog Melting Sun On Blackwater
03-19-2018,sculptingGoldMoldAndForetoldMemories,March,sculpting Gold Mold And Foretold Memories
03-19-2018,waterfallPermissions,March,waterfall Permissions
03-19-2018,saggedcoruscatingbeamYieldingCompoundedGeometry,March,saggedcoruscatingbeam Yielding Compounded Geometry
03-19-2018,roadstead,March,roadstead
03-19-2018,codifiedCongressionalRotation,March,codified Congressional Rotation
03-19-2018,conversationsBehindCoolCigaretteMist,March,conversations Behind Cool Cigarette Mist
03-19-2018,drinkingNuclearObligations,March,drinking Nuclear Obligations
03-19-2018,insidethelungsOfTheSpringSalomon,March,insidethelungs Of The Spring Salomon
03-19-2018,lifetimeTempest,March,lifetime Tempest
03-19-2018,mollifyingJujube,March,mollifying Jujube
03-20-2018,nightfallblondeWithNotesOfAmbitionToLeapForTheBlueEyedAnthropoid,March,nightfallblonde With Notes Of Ambition To Leap For The Blue Eyed Anthropoid
03-20-2018,orangeplanedimpleBreakthroughCircularHoleIntoTheNextPhase,March,orangeplanedimple Breakthrough Circular Hole Into The Next Phase
03-20-2018,retractbyhalfAllowThemToAnswer,March,retractbyhalf Allow Them To Answer
03-20-2018,soppyheartgooWipedIntoPhase,March,soppyheartgoo Wiped Into Phase
03-20-2018,subliminalSplodge01,March,subliminal Splodge 0 1
03-20-2018,subliminalSplodge02,March,subliminal Splodge 0 2
03-20-2018,thebillowingmylarStrungBonceEar2Ear01,March,thebillowingmylar Strung Bonce Ear 2 Ear 0 1
03-20-2018,thebillowingmylarStrungBonceEar2Ear02,March,thebillowingmylar Strung Bonce Ear 2 Ear 0 2
03-20-2018,throbbingCicatrix,March,throbbing Cicatrix
03-20-2018,landingOnYourBack,March,landing On Your Back
03-20-2018,morphingRomanticist,March,morphing Romanticist
03-20-2018,flauntedsoliceinthepipeCongealedPersonalityAsSmoke,March,flauntedsoliceinthepipe Congealed Personality As Smoke
03-20-2018,etiolatedsemidarknessTheYouthfulRetentionOfInnocenceInsideTorpor,March,etiolatedsemidarkness The Youthful Retention Of Innocence Inside Torpor
03-20-2018,endofthebluffcataractFibrilTenderlyUnconcentratedByHeight,March,endofthebluffcataract Fibril Tenderly Unconcentrated By Height
03-20-2018,turnTheDropAstray,March,turn The Drop Astray
03-26-2018,colawaterBolsterTimberTeeth,March,colawater Bolster Timber Teeth
03-26-2018,hiddensplanesofbrassShiftingAvailableTheories,March,hiddensplanesofbrass Shifting Available Theories
03-26-2018,lasteyestillJustHitTheGrinder,March,lasteyestill Just Hit The Grinder
03-26-2018,nointerguffawAnglePledgeBanister,March,nointerguffaw Angle Pledge Banister
03-26-2018,thedreadfullimboAwaitingForLonelyConsciousnessToSubside,March,thedreadfullimbo Awaiting For Lonely Consciousness To Subside
03-26-2018,underwaterElectricCrag,March,underwater Electric Crag
03-26-2018,waftingTheNeonFlames01,March,wafting The Neon Flames 0 1
03-26-2018,alongthelineTheOccasionalEndOfWords,March,alongtheline The Occasional End Of Words
03-26-2018,waftingTheNeonFlames02,March,wafting The Neon Flames 0 2
04-01-2018,descendintoTheMindfulQuestionsOfTraducedMirrors,April,descendinto The Mindful Questions Of Traduced Mirrors
04-01-2018,communicatingwithyourselfTheLastBladeOfGrass01,April,communicatingwithyourself The Last Blade Of Grass 0 1
04-01-2018,communicatingwithyourselfTheLastBladeOfGrass03,April,communicatingwithyourself The Last Blade Of Grass 0 3
04-01-2018,enfoldedstoriesOnTheEdgeOfMyFingers,April,enfoldedstories On The Edge Of My Fingers
04-01-2018,quarterpipedMerlot,April,quarterpiped Merlot
04-01-2018,seasonsofgrabsSplinteredByTheNoteOfReasonAndAwareness01,April,seasonsofgrabs Splintered By The Note Of Reason And Awareness 0 1
04-01-2018,seasonsofgrabsSplinteredByTheNoteOfReasonAndAwareness02,April,seasonsofgrabs Splintered By The Note Of Reason And Awareness 0 2
04-01-2018,thesinglebladeofgrass,April,thesinglebladeofgrass
04-01-2018,vestigedEvocation,April,vestiged Evocation
04-02-2018,overthelawnTheHousesAreLitAmongTheVines,April,overthelawn The Houses Are Lit Among The Vines
04-02-2018,quaffingMultivitamins,April,quaffing Multivitamins
04-02-2018,pleachKorero,April,pleach Korero
04-03-2018,thesilhouetteofthebeast02,April,thesilhouetteofthebeast 0 2
04-03-2018,dartingdemonictensionTryingToSinkIn01,April,dartingdemonictension Trying To Sink In 0 1
04-03-2018,dartingdemonictensionTryingToSinkIn02,April,dartingdemonictension Trying To Sink In 0 2
04-03-2018,frommymouthAfterBrushingWithWire,April,frommymouth After Brushing With Wire
04-03-2018,holldingtheintemperatecholerStayingBedeckToSaveMyself,April,holldingtheintemperatecholer Staying Bedeck To Save Myself
04-03-2018,pushtothetopTheTumbledThimbleThatTracedTorment,April,pushtothetop The Tumbled Thimble That Traced Torment
04-03-2018,rinsingfoodFromTheDeadTeeth,April,rinsingfood From The Dead Teeth
04-03-2018,sunkeninWaitingToTripYourwires,April,sunkenin Waiting To Trip Yourwires
04-03-2018,thesilhouetteofthebeast01,April,thesilhouetteofthebeast 0 1
04-03-2018,Untitled Clip 02,April,Untitled  Clip  0 2
04-04-2018,descryingthestreetofnoiseVisionExposedToTheElmentsOfWilyVoices,April,descryingthestreetofnoise Vision Exposed To The Elments Of Wily Voices
04-24-2018,sternumsawReverberantWake,April,sternumsaw Reverberant Wake
04-24-2018,portraitofsmearingpatienceCollidingWithTepidCeremonialCement,April,portraitofsmearingpatience Colliding With Tepid Ceremonial Cement
04-24-2018,peachlimeDynamiteWick,April,peachlime Dynamite Wick
04-24-2018,thestaticexclaimationAsYouHoldAllExplosiveTendenciesWithin,April,thestaticexclaimation As You Hold All Explosive Tendencies Within
04-24-2018,allofthewishesConversingConcurrently02,April,allofthewishes Conversing Concurrently 0 2
04-24-2018,allofthewishesConversingConcurrently01,April,allofthewishes Conversing Concurrently 0 1
04-24-2018,thecolorizedoverlayAfterYourFirstGaspOfSarin,April,thecolorizedoverlay After Your First Gasp Of Sarin
04-24-2018,frisson,April,frisson
04-25-2018,yourspeciousVerbalInjectables,April,yourspecious Verbal Injectables
04-25-2018,tearsandgumSoftenedWithVerbalTurbines,April,tearsandgum Softened With Verbal Turbines
04-25-2018,cosmeticizedIncurvePurloiner,April,cosmeticized Incurve Purloiner
05-01-2018,bidailyInfusionOfirrationality,May,bidaily Infusion Ofirrationality
05-01-2018,breakpoint,May,breakpoint
05-01-2018,circuitousInnerDiamondSmirch,May,circuitous Inner Diamond Smirch
05-01-2018,diplomacyoflettinggoAndEmbodyingTheCurrentMomentum,May,diplomacyoflettinggo And Embodying The Current Momentum
05-01-2018,togethernessInWakefulCorruption,May,togetherness In Wakeful Corruption
05-01-2018,balancingcurvaceousnotorietySlenderMentalFeatures,May,balancingcurvaceousnotoriety Slender Mental Features
05-03-2018,theilluminatedtracksThePredatorIsInjured,May,theilluminatedtracks The Predator Is Injured
05-03-2018,myshiftingidentityMeltedByScanlinesAndNervousTicks,May,myshiftingidentity Melted By Scanlines And Nervous Ticks
05-03-2018,moonlitripplesLightWhispingOfMineralsUnderfoot,May,moonlitripples Light Whisping Of Minerals Underfoot
05-03-2018,rollupsplitbloodtipMovingVertically,May,rollupsplitbloodtip Moving Vertically
05-04-2018,lostfirsthanddocumentsPouredCoffeeGoldAndSpit,May,lostfirsthanddocuments Poured Coffee Gold And Spit
05-04-2018,plastercastingTheDreamsYouOnceWere,May,plastercasting The Dreams You Once Were
05-04-2018,evolutionarytrendsTheBirchTree,May,evolutionarytrends The Birch Tree
05-04-2018,impartingthefearTheGrottoLivesBecauseYouFedIt,May,impartingthefear The Grotto Lives Because You Fed It
05-04-2018,fsdf,May,fsdf
05-04-2018,vanillacakeGreenOozeFrosting,May,vanillacake Green Ooze Frosting
05-04-2018,brokenWaterMain,May,broken Water Main
05-04-2018,thisismybrain,May,thisismybrain
05-04-2018,sharpeningSilverKnell,May,sharpening Silver Knell
05-04-2018,theshiftingplanesofvisionWithinTheGrotto,May,theshiftingplanesofvision Within The Grotto
05-11-2018,enlightenmententersbyspiritualinjectionLevitatingTheCalciumCoverAndBlurringAllLinesWithPrincipalPrecipitousPain01,May,enlightenmententersbyspiritualinjection Levitating The Calcium Cover And Blurring All Lines With Principal Precipitous Pain 0 1
05-11-2018,enlightenmententersbyspiritualinjectionLevitatingTheCalciumCoverAndBlurringAllLinesWithPrincipalPrecipitousPain02,May,enlightenmententersbyspiritualinjection Levitating The Calcium Cover And Blurring All Lines With Principal Precipitous Pain 0 2
05-11-2018,itlookedformeandfoundmewithTheChordalThreadsThatControlMyVision01,May,itlookedformeandfoundmewith The Chordal Threads That Control My Vision 0 1
05-11-2018,itlookedformeandfoundmewithTheChordalThreadsThatControlMyVision02,May,itlookedformeandfoundmewith The Chordal Threads That Control My Vision 0 2
05-11-2018,scubaDuck01,May,scuba Duck 0 1
05-11-2018,scubaDuck02,May,scuba Duck 0 2
05-12-2018,akingpinContemplating,May,akingpin Contemplating
05-12-2018,behindthewishfulpondGlobbedGasGlobeAndTheHorizonOfWind,May,behindthewishfulpond Globbed Gas Globe And The Horizon Of Wind
05-12-2018,degenerativechangesOfTheVitreousHumour01,May,degenerativechanges Of The Vitreous Humour 0 1
05-12-2018,degenerativechangesOfTheVitreousHumour02,May,degenerativechanges Of The Vitreous Humour 0 2
05-12-2018,purplescorpionStingerCaramelSlip,May,purplescorpion Stinger Caramel Slip
05-12-2018,spooingLean,May,spooing Lean
05-14-2018,whenimakecandlesBloodIsMixedWithTheWax,May,whenimakecandles Blood Is Mixed With The Wax
05-14-2018,thethoughtsoverwhelmLikeSlowWavesCreepingUpYourAnkles,May,thethoughtsoverwhelm Like Slow Waves Creeping Up Your Ankles
05-14-2018,wavespusingtheraftStrandedDreamsOfYourselfBobbingBelow,May,wavespusingtheraft Stranded Dreams Of Yourself Bobbing Below
05-14-2018,lostclarityGainedInFreefall,May,lostclarity Gained In Freefall
05-14-2018,thedaynuclearwasteBeganToInfluenceYouAgain,May,thedaynuclearwaste Began To Influence You Again
05-18-2018,electricbluebirdfeatherScannedByRadioFrequencies,May,electricbluebirdfeather Scanned By Radio Frequencies
05-18-2018,facestornTheNewSurroundSoundSystem,May,facestorn The New Surround Sound System
05-18-2018,goupstairsDisappearAgain,May,goupstairs Disappear Again
05-18-2018,hiddenmountainlakeFogCarryingBellTonesAndAncestorialIntuition,May,hiddenmountainlake Fog Carrying Bell Tones And Ancestorial Intuition
05-18-2018,partitionedshadesoftheselfDepictedUponDecision,May,partitionedshadesoftheself Depicted Upon Decision
05-18-2018,rosyshadeswornbyTheHornedBug,May,rosyshadeswornby The Horned Bug
05-18-2018,thewesterntwilight,May,thewesterntwilight
05-19-2018,spinalcolumnInflammation,May,spinalcolumn Inflammation
05-22-2018,headrace,May,headrace
05-22-2018,bloodaslubricationOnTheEdgeOfEcstasyAtTheTipOfTimeTravel,May,bloodaslubrication On The Edge Of Ecstasy At The Tip Of Time Travel
05-24-2018,castleclothing02,May,castleclothing 0 2
05-24-2018,castleclothing01,May,castleclothing 0 1
05-30-2018,usingatorchScanningTheCaveLakes,May,usingatorch Scanning The Cave Lakes
05-30-2018,squareTributaryShades,May,square Tributary Shades
05-30-2018,trundlingauricshapesMagnifiedSpoolsOfThread,May,trundlingauricshapes Magnified Spools Of Thread
05-30-2018,plumb,May,plumb
05-30-2018,foldingPinkSaws,May,folding Pink Saws
05-30-2018,abuttingmineralImpactSplash,May,abuttingmineral Impact Splash
05-30-2018,emerginglikelihoodofhonestyWithinTheWhorlOfDarkness,May,emerginglikelihoodofhonesty Within The Whorl Of Darkness
05-30-2018,scrollingflashlightWhatCanBeFoundInTheCrypt,May,scrollingflashlight What Can Be Found In The Crypt
06-09-2018,waterrunsoverTheSelectionThatShinesThroughYourWindow,June,waterrunsover The Selection That Shines Through Your Window
06-09-2018,fenestralobservationsDepictingYourMotivationToExistYearByYear,June,fenestralobservations Depicting Your Motivation To Exist Year By Year
06-09-2018,meanderingcutsfromthornsRoseCutsInTheMoonlight,June,meanderingcutsfromthorns Rose Cuts In The Moonlight
06-09-2018,benevolencepulsinginthehollowUponTheFrostedTryanapparitionofmyself,June,benevolencepulsinginthehollow Upon The Frosted Tryanapparitionofmyself
06-09-2018,multiscreenFieldPlower,June,multiscreen Field Plower
06-09-2018,lastingmomentwhenthesawzallCreatedParamountDiamondsOfEnstilledPower,June,lastingmomentwhenthesawzall Created Paramount Diamonds Of Enstilled Power
06-15-2018,heartInTheFishTank,June,heart In The Fish Tank
06-19-2018,softpetalrippledropletRolledOverWithSneakers,June,softpetalrippledroplet Rolled Over With Sneakers
06-19-2018,softpetalrippledropletRolledOverWithSneakers-vertical,June,softpetalrippledroplet Rolled Over With Sneakers-vertical
06-19-2018,pulsationAfterBluntImpact,June,pulsation After Blunt Impact
06-19-2018,myheartskippingKnowingIHaveToDrownBeforeICanSwim,June,myheartskipping Knowing I Have To Drown Before I Can Swim
06-19-2018,morphingbacteriaAdheringToTheVictimsEcosystem,June,morphingbacteria Adhering To The Victims Ecosystem
06-19-2018,thebacteriaissettlingin,June,thebacteriaissettlingin
06-19-2018,incalculableshadowplayTheSepticityOfOurInfections,June,incalculableshadowplay The Septicity Of Our Infections
06-19-2018,burnTopography,June,burn Topography
06-19-2018,keyedripplesAsYouFocusOnTheReflection,June,keyedripples As You Focus On The Reflection
06-19-2018,cascadingBloodmoonFog,June,cascading Bloodmoon Fog
06-19-2018,fallenflowersWrappedInDrapery,June,fallenflowers Wrapped In Drapery
06-19-2018,peeringpinchResolvedWithPleasure,June,peeringpinch Resolved With Pleasure
06-19-2018,goldProboscidea,June,gold Proboscidea
06-19-2018,hotairballoonskirtingthedesert,June,hotairballoonskirtingthedesert
06-19-2018,foldovereggdropLavendarSoapSniffCharmer,June,foldovereggdrop Lavendar Soap Sniff Charmer
06-19-2018,handmin,June,handmin
06-22-2018,transparentPelvicPeaks,June,transparent Pelvic Peaks
06-22-2018,whenyoubrokethewallTheOtherSideOfYourselfTookOver,June,whenyoubrokethewall The Other Side Of Yourself Took Over
06-26-2018,thereflectiveoverlapCreatedWithCuriosityAboutBothPerspectives,June,thereflectiveoverlap Created With Curiosity About Both Perspectives
06-26-2018,evenasthelightshinesthroughOneMustHideTheirPassionFromTheirEgo,June,evenasthelightshinesthrough One Must Hide Their Passion From Their Ego
06-26-2018,catalystof3mindsInOneBody,June,catalystof 3minds In One Body
06-27-2018,sleepingHeatwave,June,sleeping Heatwave
06-27-2018,thinlyslicingpearsNoticingTheOutcomeOfLongwindedPatience,June,thinlyslicingpears Noticing The Outcome Of Longwinded Patience
06-27-2018,sheddingandbreathingPacingThePerpetualPeel,June,sheddingandbreathing Pacing The Perpetual Peel
06-27-2018,theskypullingaroundthegelatinblubberSoulsReturningAsAirPollution,June,theskypullingaroundthegelatinblubber Souls Returning As Air Pollution
06-29-2018,consistentlynoteDailyPremonitions,June,consistentlynote Daily Premonitions
